id,task,response,guessing,guessing_text,strategy,strategy_text,rt
participant_61,north-west_south-east,north-west,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,42376
participant_61,south-west_south,north-east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,39643
participant_61,south-west_west,east,yes,"there was one or two where my brain was not braining and i couldn't quite come to a conclusion, so i took the most educated guess i could ",verbal,,18869
participant_62,west_north,north-west,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,6929
participant_62,south-east_west,east,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,10026
participant_62,north-west_south-west,west,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,6457
participant_62,north-east_south-west,nvc,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,7039
participant_62,north-west_north-west,west,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,5790
participant_62,north-east_north-east,east,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,3946
participant_62,north_north-west,west,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,3627
participant_62,north-east_north-west,nvc,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,4284
participant_62,south-east_south,south-east,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,6047
participant_62,west_west,west,yes,"To be honest, I'm not that great with directions. Some of them, the doubles, ""north-east"" and ""north-east"" were confusing to me.",verbal,,7646
